Fecha,CCAA,Tipo_Producto,Producto_slug,Consumo_Tm
2023-05,Comunitat Valenciana,QUEROSENO AVIACIÓN,QuerosenoAviacion,41092
2023-05,ESPAÑA,BIODIESEL,Biodiesel,431
2023-05,ESPAÑA,BIOETANOL,Bioetanol,17
2023-05,ESPAÑA,FUELÓLEO  BIA,Fueloleo_BIA,101823
2023-05,ESPAÑA,GLP,GLP,91258
2023-05,ESPAÑA,GASÓLEO A,GasoleoA,1885680
2023-05,ESPAÑA,GASÓLEO B,GasoleoB,276998
2023-05,ESPAÑA,GASÓLEO C,GasoleoC,50471
2023-05,ESPAÑA,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,485887
2023-05,ESPAÑA,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,26775
2023-05,ESPAÑA,OTRAS GASOLINAS,OtrasGasolinas,363
2023-05,ESPAÑA,OTROS FUELÓLEOS,OtrosFueloleos,458862
2023-05,ESPAÑA,OTROS GASOLEOS,OtrosGasoleos,369376
2023-05,ESPAÑA,OTROS QUEROSENOS,OtrosQueroseno,20
2023-05,ESPAÑA,QUEROSENO AVIACIÓN,QuerosenoAviacion,566120
2023-05,Extremadura,BIODIESEL,Biodiesel,0
2023-05,Extremadura,BIOETANOL,Bioetanol,0
2023-05,Extremadura,FUELÓLEO  BIA,Fueloleo_BIA,446
2023-05,Extremadura,GLP,GLP,2951
2023-05,Extremadura,GASÓLEO A,GasoleoA,56813
2023-05,Extremadura,GASÓLEO B,GasoleoB,10677
2023-05,Extremadura,GASÓLEO C,GasoleoC,289
2023-05,Extremadura,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,8855
2023-05,Extremadura,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,261
2023-05,Extremadura,OTRAS GASOLINAS,OtrasGasolinas,1
2023-05,Extremadura,OTROS FUELÓLEOS,OtrosFueloleos,0
2023-05,Extremadura,OTROS GASOLEOS,OtrosGasoleos,0
2023-05,Extremadura,OTROS QUEROSENOS,OtrosQueroseno,0
2023-05,Extremadura,QUEROSENO AVIACIÓN,QuerosenoAviacion,114
2023-05,Galicia,BIODIESEL,Biodiesel,0
2023-05,Galicia,BIOETANOL,Bioetanol,0
2023-05,Galicia,FUELÓLEO  BIA,Fueloleo_BIA,10641
2023-05,Galicia,GLP,GLP,7659
2023-05,Galicia,GASÓLEO A,GasoleoA,114434
2023-05,Galicia,GASÓLEO B,GasoleoB,25649
2023-05,Galicia,GASÓLEO C,GasoleoC,6990
2023-05,Galicia,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,23013
2023-05,Galicia,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,1079
2023-05,Galicia,OTRAS GASOLINAS,OtrasGasolinas,7
2023-05,Galicia,OTROS FUELÓLEOS,OtrosFueloleos,2882
2023-05,Galicia,OTROS GASOLEOS,OtrosGasoleos,16473
2023-05,Galicia,OTROS QUEROSENOS,OtrosQueroseno,0
2023-05,Galicia,QUEROSENO AVIACIÓN,QuerosenoAviacion,5752
2023-05,"Madrid, Comunidad de",BIODIESEL,Biodiesel,0
2023-05,"Madrid, Comunidad de",BIOETANOL,Bioetanol,0
2023-05,"Madrid, Comunidad de",FUELÓLEO  BIA,Fueloleo_BIA,415
2023-05,"Madrid, Comunidad de",GLP,GLP,6321
2023-05,"Madrid, Comunidad de",GASÓLEO A,GasoleoA,154674
2023-05,"Madrid, Comunidad de",GASÓLEO B,GasoleoB,8484
2023-05,"Madrid, Comunidad de",GASÓLEO C,GasoleoC,4491
2023-05,"Madrid, Comunidad de",GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,62156
2023-05,"Madrid, Comunidad de",GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,2213
2023-05,"Madrid, Comunidad de",OTRAS GASOLINAS,OtrasGasolinas,60
2023-05,"Madrid, Comunidad de",OTROS FUELÓLEOS,OtrosFueloleos,52
2023-05,"Madrid, Comunidad de",OTROS GASOLEOS,OtrosGasoleos,13
2023-05,"Madrid, Comunidad de",OTROS QUEROSENOS,OtrosQueroseno,0
2023-05,"Madrid, Comunidad de",QUEROSENO AVIACIÓN,QuerosenoAviacion,198375
2023-05,Melilla,BIODIESEL,Biodiesel,0
2023-05,Melilla,BIOETANOL,Bioetanol,0
2023-05,Melilla,FUELÓLEO  BIA,Fueloleo_BIA,2493
2023-05,Melilla,GLP,GLP,185
2023-05,Melilla,GASÓLEO A,GasoleoA,1127
2023-05,Melilla,GASÓLEO B,GasoleoB,0
2023-05,Melilla,GASÓLEO C,GasoleoC,0
2023-05,Melilla,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,594
2023-05,Melilla,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,0
2023-05,Melilla,OTRAS GASOLINAS,OtrasGasolinas,0
2023-05,Melilla,OTROS FUELÓLEOS,OtrosFueloleos,0
2023-05,Melilla,OTROS GASOLEOS,OtrosGasoleos,0
2023-05,Melilla,OTROS QUEROSENOS,OtrosQueroseno,0
2023-05,Melilla,QUEROSENO AVIACIÓN,QuerosenoAviacion,108
2023-05,"Murcia, Región de",BIODIESEL,Biodiesel,0
2023-05,"Murcia, Región de",BIOETANOL,Bioetanol,17
2023-05,"Murcia, Región de",FUELÓLEO  BIA,Fueloleo_BIA,422
2023-05,"Murcia, Región de",GLP,GLP,3208
2023-05,"Murcia, Región de",GASÓLEO A,GasoleoA,81132
2023-05,"Murcia, Región de",GASÓLEO B,GasoleoB,10870
2023-05,"Murcia, Región de",GASÓLEO C,GasoleoC,348
2023-05,"Murcia, Región de",GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,12892
2023-05,"Murcia, Región de",GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,532
2023-05,"Murcia, Región de",OTRAS GASOLINAS,OtrasGasolinas,0
2023-05,"Murcia, Región de",OTROS FUELÓLEOS,OtrosFueloleos,125
2023-05,"Murcia, Región de",OTROS GASOLEOS,OtrosGasoleos,1734
2023-05,"Murcia, Región de",OTROS QUEROSENOS,OtrosQueroseno,0
2023-05,"Murcia, Región de",QUEROSENO AVIACIÓN,QuerosenoAviacion,1837
2023-05,"Navarra, Comunidad Foral de",BIODIESEL,Biodiesel,51
2023-05,"Navarra, Comunidad Foral de",BIOETANOL,Bioetanol,0
2023-05,"Navarra, Comunidad Foral de",FUELÓLEO  BIA,Fueloleo_BIA,269
2023-05,"Navarra, Comunidad Foral de",GLP,GLP,921
2023-05,"Navarra, Comunidad Foral de",GASÓLEO A,GasoleoA,55177
2023-05,"Navarra, Comunidad Foral de",GASÓLEO B,GasoleoB,6185
2023-05,"Navarra, Comunidad Foral de",GASÓLEO C,GasoleoC,429
2023-05,"Navarra, Comunidad Foral de",GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,7052
2023-05,"Navarra, Comunidad Foral de",GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,226
2023-05,"Navarra, Comunidad Foral de",OTRAS GASOLINAS,OtrasGasolinas,2
2023-05,"Navarra, Comunidad Foral de",OTROS FUELÓLEOS,OtrosFueloleos,0
2023-05,"Navarra, Comunidad Foral de",OTROS GASOLEOS,OtrosGasoleos,0
2023-05,"Navarra, Comunidad Foral de",OTROS QUEROSENOS,OtrosQueroseno,0
2023-05,"Navarra, Comunidad Foral de",QUEROSENO AVIACIÓN,QuerosenoAviacion,114
2023-05,País Vasco,BIODIESEL,Biodiesel,7
2023-05,País Vasco,BIOETANOL,Bioetanol,0
2023-05,País Vasco,FUELÓLEO  BIA,Fueloleo_BIA,560
2023-05,País Vasco,GLP,GLP,3644
2023-05,País Vasco,GASÓLEO A,GasoleoA,142621
2023-05,País Vasco,GASÓLEO B,GasoleoB,17049
2023-05,País Vasco,GASÓLEO C,GasoleoC,2740
2023-05,País Vasco,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,19350
2023-05,País Vasco,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,872
2023-05,País Vasco,OTRAS GASOLINAS,OtrasGasolinas,3
2023-05,País Vasco,OTROS FUELÓLEOS,OtrosFueloleos,0
2023-05,País Vasco,OTROS GASOLEOS,OtrosGasoleos,1994
2023-05,País Vasco,OTROS QUEROSENOS,OtrosQueroseno,2
2023-05,País Vasco,QUEROSENO AVIACIÓN,QuerosenoAviacion,8340
2023-05,"Rioja, La",BIODIESEL,Biodiesel,0
2023-05,"Rioja, La",BIOETANOL,Bioetanol,0
2023-05,"Rioja, La",FUELÓLEO  BIA,Fueloleo_BIA,117
2023-05,"Rioja, La",GLP,GLP,432
2023-05,"Rioja, La",GASÓLEO A,GasoleoA,14490
2023-05,"Rioja, La",GASÓLEO B,GasoleoB,2733
2023-05,"Rioja, La",GASÓLEO C,GasoleoC,647
2023-05,"Rioja, La",GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,2607
2023-05,"Rioja, La",GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,94
2023-05,"Rioja, La",OTRAS GASOLINAS,OtrasGasolinas,0
2023-05,"Rioja, La",OTROS FUELÓLEOS,OtrosFueloleos,0
2023-05,"Rioja, La",OTROS GASOLEOS,OtrosGasoleos,0
2023-05,"Rioja, La",OTROS QUEROSENOS,OtrosQueroseno,0
2023-05,"Rioja, La",QUEROSENO AVIACIÓN,QuerosenoAviacion,15
2023-06,Andalucía,BIODIESEL,Biodiesel,0
2023-06,Andalucía,BIOETANOL,Bioetanol,0
2023-06,Andalucía,FUELÓLEO  BIA,Fueloleo_BIA,969
2023-06,Andalucía,GLP,GLP,18479
2023-06,Andalucía,GASÓLEO A,GasoleoA,302841
2023-06,Andalucía,GASÓLEO B,GasoleoB,53771
2023-06,Andalucía,GASÓLEO C,GasoleoC,2481
2023-06,Andalucía,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,75790
2023-06,Andalucía,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,2907
2023-06,Andalucía,OTRAS GASOLINAS,OtrasGasolinas,95
2023-06,Andalucía,OTROS FUELÓLEOS,OtrosFueloleos,253691
2023-06,Andalucía,OTROS GASOLEOS,OtrosGasoleos,71323
2023-06,Andalucía,OTROS QUEROSENOS,OtrosQueroseno,0
2023-06,Andalucía,QUEROSENO AVIACIÓN,QuerosenoAviacion,60321
2023-06,Aragón,BIODIESEL,Biodiesel,136
2023-06,Aragón,BIOETANOL,Bioetanol,0
2023-06,Aragón,FUELÓLEO  BIA,Fueloleo_BIA,169
2023-06,Aragón,GLP,GLP,2109
2023-06,Aragón,GASÓLEO A,GasoleoA,68253
2023-06,Aragón,GASÓLEO B,GasoleoB,19493
2023-06,Aragón,GASÓLEO C,GasoleoC,2407
2023-06,Aragón,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,13926
2023-06,Aragón,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,583
2023-06,Aragón,OTRAS GASOLINAS,OtrasGasolinas,11
2023-06,Aragón,OTROS FUELÓLEOS,OtrosFueloleos,0
2023-06,Aragón,OTROS GASOLEOS,OtrosGasoleos,17
2023-06,Aragón,OTROS QUEROSENOS,OtrosQueroseno,0
2023-06,Aragón,QUEROSENO AVIACIÓN,QuerosenoAviacion,3971
2023-06,"Asturias, Principado de",BIODIESEL,Biodiesel,0
2023-06,"Asturias, Principado de",BIOETANOL,Bioetanol,0
2023-06,"Asturias, Principado de",FUELÓLEO  BIA,Fueloleo_BIA,1149
2023-06,"Asturias, Principado de",GLP,GLP,1538
2023-06,"Asturias, Principado de",GASÓLEO A,GasoleoA,35245
2023-06,"Asturias, Principado de",GASÓLEO B,GasoleoB,5498
2023-06,"Asturias, Principado de",GASÓLEO C,GasoleoC,1441
2023-06,"Asturias, Principado de",GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,9010
2023-06,"Asturias, Principado de",GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,472
2023-06,"Asturias, Principado de",OTRAS GASOLINAS,OtrasGasolinas,3
2023-06,"Asturias, Principado de",OTROS FUELÓLEOS,OtrosFueloleos,160
2023-06,"Asturias, Principado de",OTROS GASOLEOS,OtrosGasoleos,2502
2023-06,"Asturias, Principado de",OTROS QUEROSENOS,OtrosQueroseno,0
2023-06,"Asturias, Principado de",QUEROSENO AVIACIÓN,QuerosenoAviacion,1454
2023-06,"Balears, Illes",BIODIESEL,Biodiesel,0
2023-06,"Balears, Illes",BIOETANOL,Bioetanol,0
2023-06,"Balears, Illes",FUELÓLEO  BIA,Fueloleo_BIA,0
2023-06,"Balears, Illes",GLP,GLP,4006
2023-06,"Balears, Illes",GASÓLEO A,GasoleoA,36609
2023-06,"Balears, Illes",GASÓLEO B,GasoleoB,4916
2023-06,"Balears, Illes",GASÓLEO C,GasoleoC,15907
2023-06,"Balears, Illes",GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,25399
2023-06,"Balears, Illes",GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,1052
2023-06,"Balears, Illes",OTRAS GASOLINAS,OtrasGasolinas,30
2023-06,"Balears, Illes",OTROS FUELÓLEOS,OtrosFueloleos,0
2023-06,"Balears, Illes",OTROS GASOLEOS,OtrosGasoleos,5312
2023-06,"Balears, Illes",OTROS QUEROSENOS,OtrosQueroseno,0
2023-06,"Balears, Illes",QUEROSENO AVIACIÓN,QuerosenoAviacion,82289
2023-06,Canarias,BIODIESEL,Biodiesel,0
2023-06,Canarias,BIOETANOL,Bioetanol,0
2023-06,Canarias,FUELÓLEO  BIA,Fueloleo_BIA,76119
2023-06,Canarias,GLP,GLP,6177
2023-06,Canarias,GASÓLEO A,GasoleoA,56078
2023-06,Canarias,GASÓLEO B,GasoleoB,0
2023-06,Canarias,GASÓLEO C,GasoleoC,0
2023-06,Canarias,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,34973
2023-06,Canarias,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,8284
2023-06,Canarias,OTRAS GASOLINAS,OtrasGasolinas,5
2023-06,Canarias,OTROS FUELÓLEOS,OtrosFueloleos,80474
2023-06,Canarias,OTROS GASOLEOS,OtrosGasoleos,154405
2023-06,Canarias,OTROS QUEROSENOS,OtrosQueroseno,10
2023-06,Canarias,QUEROSENO AVIACIÓN,QuerosenoAviacion,75295
2023-06,Cantabria,BIODIESEL,Biodiesel,0
2023-06,Cantabria,BIOETANOL,Bioetanol,0
2023-06,Cantabria,FUELÓLEO  BIA,Fueloleo_BIA,469
2023-06,Cantabria,GLP,GLP,1189
2023-06,Cantabria,GASÓLEO A,GasoleoA,23185
2023-06,Cantabria,GASÓLEO B,GasoleoB,2827
2023-06,Cantabria,GASÓLEO C,GasoleoC,110
2023-06,Cantabria,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,6225
2023-06,Cantabria,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,315
2023-06,Cantabria,OTRAS GASOLINAS,OtrasGasolinas,2
2023-06,Cantabria,OTROS FUELÓLEOS,OtrosFueloleos,0
2023-06,Cantabria,OTROS GASOLEOS,OtrosGasoleos,1699
2023-06,Cantabria,OTROS QUEROSENOS,OtrosQueroseno,0
2023-06,Cantabria,QUEROSENO AVIACIÓN,QuerosenoAviacion,917
2023-06,Castilla - La Mancha,BIODIESEL,Biodiesel,6
2023-06,Castilla - La Mancha,BIOETANOL,Bioetanol,0
2023-06,Castilla - La Mancha,FUELÓLEO  BIA,Fueloleo_BIA,363
2023-06,Castilla - La Mancha,GLP,GLP,3274
2023-06,Castilla - La Mancha,GASÓLEO A,GasoleoA,96611
2023-06,Castilla - La Mancha,GASÓLEO B,GasoleoB,31237
2023-06,Castilla - La Mancha,GASÓLEO C,GasoleoC,2967
2023-06,Castilla - La Mancha,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,20154
2023-06,Castilla - La Mancha,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,704
2023-06,Castilla - La Mancha,OTRAS GASOLINAS,OtrasGasolinas,2
2023-06,Castilla - La Mancha,OTROS FUELÓLEOS,OtrosFueloleos,0
2023-06,Castilla - La Mancha,OTROS GASOLEOS,OtrosGasoleos,0
2023-06,Castilla - La Mancha,OTROS QUEROSENOS,OtrosQueroseno,0
2023-06,Castilla - La Mancha,QUEROSENO AVIACIÓN,QuerosenoAviacion,170
2023-06,Castilla y León,BIODIESEL,Biodiesel,0
2023-06,Castilla y León,BIOETANOL,Bioetanol,12
2023-06,Castilla y León,FUELÓLEO  BIA,Fueloleo_BIA,938
2023-06,Castilla y León,GLP,GLP,4248
2023-06,Castilla y León,GASÓLEO A,GasoleoA,142120
2023-06,Castilla y León,GASÓLEO B,GasoleoB,34674
2023-06,Castilla y León,GASÓLEO C,GasoleoC,4967
2023-06,Castilla y León,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,26597
2023-06,Castilla y León,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,1233
2023-06,Castilla y León,OTRAS GASOLINAS,OtrasGasolinas,96
2023-06,Castilla y León,OTROS FUELÓLEOS,OtrosFueloleos,0
2023-06,Castilla y León,OTROS GASOLEOS,OtrosGasoleos,0
2023-06,Castilla y León,OTROS QUEROSENOS,OtrosQueroseno,0
2023-06,Castilla y León,QUEROSENO AVIACIÓN,QuerosenoAviacion,416
2023-06,Cataluña,BIODIESEL,Biodiesel,133
2023-06,Cataluña,BIOETANOL,Bioetanol,0
2023-06,Cataluña,FUELÓLEO  BIA,Fueloleo_BIA,759
2023-06,Cataluña,GLP,GLP,9313
2023-06,Cataluña,GASÓLEO A,GasoleoA,329272
2023-06,Cataluña,GASÓLEO B,GasoleoB,31933
2023-06,Cataluña,GASÓLEO C,GasoleoC,3159
2023-06,Cataluña,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,90315
2023-06,Cataluña,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,4361
2023-06,Cataluña,OTRAS GASOLINAS,OtrasGasolinas,86
2023-06,Cataluña,OTROS FUELÓLEOS,OtrosFueloleos,63593
2023-06,Cataluña,OTROS GASOLEOS,OtrosGasoleos,32545
2023-06,Cataluña,OTROS QUEROSENOS,OtrosQueroseno,0
2023-06,Cataluña,QUEROSENO AVIACIÓN,QuerosenoAviacion,105186
2023-06,Ceuta,BIODIESEL,Biodiesel,0
2023-06,Ceuta,BIOETANOL,Bioetanol,0
2023-06,Ceuta,FUELÓLEO  BIA,Fueloleo_BIA,2294
2023-06,Ceuta,GLP,GLP,170
2023-06,Ceuta,GASÓLEO A,GasoleoA,1042
2023-06,Ceuta,GASÓLEO B,GasoleoB,0
2023-06,Ceuta,GASÓLEO C,GasoleoC,27
2023-06,Ceuta,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,529
2023-06,Ceuta,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,43
2023-06,Ceuta,OTRAS GASOLINAS,OtrasGasolinas,0
2023-06,Ceuta,OTROS FUELÓLEOS,OtrosFueloleos,7290
2023-06,Ceuta,OTROS GASOLEOS,OtrosGasoleos,8770
2023-06,Ceuta,OTROS QUEROSENOS,OtrosQueroseno,0
2023-06,Ceuta,QUEROSENO AVIACIÓN,QuerosenoAviacion,54
2023-06,Comunitat Valenciana,BIODIESEL,Biodiesel,25
2023-06,Comunitat Valenciana,BIOETANOL,Bioetanol,0
2023-06,Comunitat Valenciana,FUELÓLEO  BIA,Fueloleo_BIA,422
2023-06,Comunitat Valenciana,GLP,GLP,8947
2023-06,Comunitat Valenciana,GASÓLEO A,GasoleoA,171725
2023-06,Comunitat Valenciana,GASÓLEO B,GasoleoB,17674
2023-06,Comunitat Valenciana,GASÓLEO C,GasoleoC,1666
2023-06,Comunitat Valenciana,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,58987
2023-06,Comunitat Valenciana,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,2264
2023-06,Comunitat Valenciana,OTRAS GASOLINAS,OtrasGasolinas,7
2023-06,Comunitat Valenciana,OTROS FUELÓLEOS,OtrosFueloleos,22700
2023-06,Comunitat Valenciana,OTROS GASOLEOS,OtrosGasoleos,46530
2023-06,Comunitat Valenciana,OTROS QUEROSENOS,OtrosQueroseno,14
2023-06,Comunitat Valenciana,QUEROSENO AVIACIÓN,QuerosenoAviacion,42214
2023-06,ESPAÑA,BIODIESEL,Biodiesel,379
2023-06,ESPAÑA,BIOETANOL,Bioetanol,28
2023-06,ESPAÑA,FUELÓLEO  BIA,Fueloleo_BIA,97823
2023-06,ESPAÑA,GLP,GLP,83865
2023-06,ESPAÑA,GASÓLEO A,GasoleoA,1922421
2023-06,ESPAÑA,GASÓLEO B,GasoleoB,278365
2023-06,ESPAÑA,GASÓLEO C,GasoleoC,49254
2023-06,ESPAÑA,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,504533
2023-06,ESPAÑA,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,27975
2023-06,ESPAÑA,OTRAS GASOLINAS,OtrasGasolinas,431
2023-06,ESPAÑA,OTROS FUELÓLEOS,OtrosFueloleos,431338
2023-06,ESPAÑA,OTROS GASOLEOS,OtrosGasoleos,343451
2023-06,ESPAÑA,OTROS QUEROSENOS,OtrosQueroseno,25
2023-06,ESPAÑA,QUEROSENO AVIACIÓN,QuerosenoAviacion,585552
2023-06,Extremadura,BIODIESEL,Biodiesel,0
2023-06,Extremadura,BIOETANOL,Bioetanol,0
2023-06,Extremadura,FUELÓLEO  BIA,Fueloleo_BIA,157
2023-06,Extremadura,GLP,GLP,2726
2023-06,Extremadura,GASÓLEO A,GasoleoA,59240
2023-06,Extremadura,GASÓLEO B,GasoleoB,12893
2023-06,Extremadura,GASÓLEO C,GasoleoC,313
2023-06,Extremadura,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,8933
2023-06,Extremadura,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,247
2023-06,Extremadura,OTRAS GASOLINAS,OtrasGasolinas,6
2023-06,Extremadura,OTROS FUELÓLEOS,OtrosFueloleos,0
2023-06,Extremadura,OTROS GASOLEOS,OtrosGasoleos,0
2023-06,Extremadura,OTROS QUEROSENOS,OtrosQueroseno,0
2023-06,Extremadura,QUEROSENO AVIACIÓN,QuerosenoAviacion,75
2023-06,Galicia,BIODIESEL,Biodiesel,4
2023-06,Galicia,BIOETANOL,Bioetanol,0
2023-06,Galicia,FUELÓLEO  BIA,Fueloleo_BIA,9830
2023-06,Galicia,GLP,GLP,7017
2023-06,Galicia,GASÓLEO A,GasoleoA,115666
2023-06,Galicia,GASÓLEO B,GasoleoB,20838
2023-06,Galicia,GASÓLEO C,GasoleoC,6498
2023-06,Galicia,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,24089
2023-06,Galicia,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,1167
2023-06,Galicia,OTRAS GASOLINAS,OtrasGasolinas,5
2023-06,Galicia,OTROS FUELÓLEOS,OtrosFueloleos,3366
2023-06,Galicia,OTROS GASOLEOS,OtrosGasoleos,15670
2023-06,Galicia,OTROS QUEROSENOS,OtrosQueroseno,0
2023-06,Galicia,QUEROSENO AVIACIÓN,QuerosenoAviacion,5693
2023-06,"Madrid, Comunidad de",BIODIESEL,Biodiesel,42
2023-06,"Madrid, Comunidad de",BIOETANOL,Bioetanol,0
2023-06,"Madrid, Comunidad de",FUELÓLEO  BIA,Fueloleo_BIA,592
2023-06,"Madrid, Comunidad de",GLP,GLP,5919
2023-06,"Madrid, Comunidad de",GASÓLEO A,GasoleoA,166937
2023-06,"Madrid, Comunidad de",GASÓLEO B,GasoleoB,9254
2023-06,"Madrid, Comunidad de",GASÓLEO C,GasoleoC,4061
2023-06,"Madrid, Comunidad de",GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,64461
2023-06,"Madrid, Comunidad de",GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,2392
2023-06,"Madrid, Comunidad de",OTRAS GASOLINAS,OtrasGasolinas,69
2023-06,"Madrid, Comunidad de",OTROS FUELÓLEOS,OtrosFueloleos,39
2023-06,"Madrid, Comunidad de",OTROS GASOLEOS,OtrosGasoleos,0
2023-06,"Madrid, Comunidad de",OTROS QUEROSENOS,OtrosQueroseno,0
2023-06,"Madrid, Comunidad de",QUEROSENO AVIACIÓN,QuerosenoAviacion,196290
2023-06,Melilla,BIODIESEL,Biodiesel,0
2023-06,Melilla,BIOETANOL,Bioetanol,0
2023-06,Melilla,FUELÓLEO  BIA,Fueloleo_BIA,2498
2023-06,Melilla,GLP,GLP,154
2023-06,Melilla,GASÓLEO A,GasoleoA,1155
2023-06,Melilla,GASÓLEO B,GasoleoB,0
2023-06,Melilla,GASÓLEO C,GasoleoC,0
2023-06,Melilla,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,587
2023-06,Melilla,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,0
2023-06,Melilla,OTRAS GASOLINAS,OtrasGasolinas,0
2023-06,Melilla,OTROS FUELÓLEOS,OtrosFueloleos,0
2023-06,Melilla,OTROS GASOLEOS,OtrosGasoleos,0
2023-06,Melilla,OTROS QUEROSENOS,OtrosQueroseno,0
2023-06,Melilla,QUEROSENO AVIACIÓN,QuerosenoAviacion,197
2023-06,"Murcia, Región de",BIODIESEL,Biodiesel,0
2023-06,"Murcia, Región de",BIOETANOL,Bioetanol,16
2023-06,"Murcia, Región de",FUELÓLEO  BIA,Fueloleo_BIA,418
2023-06,"Murcia, Región de",GLP,GLP,2915
2023-06,"Murcia, Región de",GASÓLEO A,GasoleoA,92943
2023-06,"Murcia, Región de",GASÓLEO B,GasoleoB,11892
2023-06,"Murcia, Región de",GASÓLEO C,GasoleoC,288
2023-06,"Murcia, Región de",GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,13827
2023-06,"Murcia, Región de",GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,609
2023-06,"Murcia, Región de",OTRAS GASOLINAS,OtrasGasolinas,3
2023-06,"Murcia, Región de",OTROS FUELÓLEOS,OtrosFueloleos,25
2023-06,"Murcia, Región de",OTROS GASOLEOS,OtrosGasoleos,1658
2023-06,"Murcia, Región de",OTROS QUEROSENOS,OtrosQueroseno,0
2023-06,"Murcia, Región de",QUEROSENO AVIACIÓN,QuerosenoAviacion,2005
2023-06,"Navarra, Comunidad Foral de",BIODIESEL,Biodiesel,0
2023-06,"Navarra, Comunidad Foral de",BIOETANOL,Bioetanol,0
2023-06,"Navarra, Comunidad Foral de",FUELÓLEO  BIA,Fueloleo_BIA,164
2023-06,"Navarra, Comunidad Foral de",GLP,GLP,1478
2023-06,"Navarra, Comunidad Foral de",GASÓLEO A,GasoleoA,49964
2023-06,"Navarra, Comunidad Foral de",GASÓLEO B,GasoleoB,6563
2023-06,"Navarra, Comunidad Foral de",GASÓLEO C,GasoleoC,340
2023-06,"Navarra, Comunidad Foral de",GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,7179
2023-06,"Navarra, Comunidad Foral de",GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,260
2023-06,"Navarra, Comunidad Foral de",OTRAS GASOLINAS,OtrasGasolinas,3
2023-06,"Navarra, Comunidad Foral de",OTROS FUELÓLEOS,OtrosFueloleos,0
2023-06,"Navarra, Comunidad Foral de",OTROS GASOLEOS,OtrosGasoleos,0
2023-06,"Navarra, Comunidad Foral de",OTROS QUEROSENOS,OtrosQueroseno,0
2023-06,"Navarra, Comunidad Foral de",QUEROSENO AVIACIÓN,QuerosenoAviacion,143
2023-06,País Vasco,BIODIESEL,Biodiesel,33
2023-06,País Vasco,BIOETANOL,Bioetanol,0
2023-06,País Vasco,FUELÓLEO  BIA,Fueloleo_BIA,486
2023-06,País Vasco,GLP,GLP,3818
